Time,Indicator,Employment_Status,Indicator_Status,Location,Amount,Unemployment_Rate
2018Q2,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.289629052,0.002896291
2018Q3,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.30191211,0.003019121
2018Q4,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.200601805,0.002006018
2019Q1,TANF Workers,,,"Caroline County, Maryland",19,
2019Q2,TANF Workers,,,"Caroline County, Maryland",14,
2019Q1,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.216203914,0.002162039
2019Q2,Percent of Workers in TANF (%),,,"Caroline County, Maryland",0.155607425,0.001556074
2016Q3,TANF Participants in Workforce Service ,,,"Caroline County, Maryland",1,
2016Q4,TANF Participants in Workforce Service ,,,"Caroline County, Maryland",1,
2016Q3,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",0.757575758,0.007575758
2016Q4,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.282051282,0.012820513
2017Q1,TANF Participants in Workforce Service ,,,"Caroline County, Maryland",1,
2017Q3,TANF Participants in Workforce Service ,,,"Caroline County, Maryland",3,
2017Q4,TANF Participants in Workforce Service ,,,"Caroline County, Maryland",2,
2017Q1,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",0.793650794,0.007936508
2017Q3,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",3.125,0.03125
2017Q4,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.005025126,0.010050251
2018Q1,TANF Participants in Workforce Service ,,,"Caroline County, Maryland",1,
2018Q2,TANF Participants in Workforce Service ,,,"Caroline County, Maryland",1,
2018Q3,TANF Participants in Workforce Service ,,,"Caroline County, Maryland",1,
2018Q4,TANF Participants in Workforce Service ,,,"Caroline County, Maryland",1,
2018Q1,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",0.961538462,0.016957862
2018Q2,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.176470588,0.019990005
2018Q3,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.265822785,0.023594378
2018Q4,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.123595506,0.01721266
2017,SNAP Recipient Workers,,,"Caroline County, Maryland",2211,
2018,SNAP Recipient Workers,,,"Caroline County, Maryland",2093,
2019,SNAP Recipient Workers,,,"Caroline County, Maryland",2117,
2020,SNAP Recipient Workers,,,"Caroline County, Maryland",2019,
2017,SNAP Recipient Workers by Percentage,,,"Caroline County, Maryland",0.008677,0.8677
2018,SNAP Recipient Workers by Percentage,,,"Caroline County, Maryland",0.008776,0.8776
2019,SNAP Recipient Workers by Percentage,,,"Caroline County, Maryland",0.008803,0.8803
2020,SNAP Recipient Workers by Percentage,,,"Caroline County, Maryland",0.00877,0.877
2015,Employment Status By Disability Status,Labor Force,Disabled,"Caroline County, Maryland",1239,
2016,Employment Status By Disability Status,Labor Force,Disabled,"Caroline County, Maryland",1367,
2017,Employment Status By Disability Status,Labor Force,Disabled,"Caroline County, Maryland",1280,
2018,Employment Status By Disability Status,Labor Force,Disabled,"Caroline County, Maryland",1259,
2019,Employment Status By Disability Status,Labor Force,Disabled,"Caroline County, Maryland",1285,
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Caroline County, Maryland",14233,
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Caroline County, Maryland",14029,
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Caroline County, Maryland",14185,
2018,Employment Status By Disability Status,Labor Force,Non Disabled,"Caroline County, Maryland",14346,
2019,Employment Status By Disability Status,Labor Force,Non Disabled,"Caroline County, Maryland",14265,
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Caroline County, Maryland",1486,
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Caroline County, Maryland",1591,
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Caroline County, Maryland",1506,
2018,Employment Status By Poverty Status,Labor Force,Below Poverty,"Caroline County, Maryland",1343,
2019,Employment Status By Poverty Status,Labor Force,Below Poverty,"Caroline County, Maryland",1240,
2017,Median Household Income,,,"Caroline County, Maryland",52469,
2018,Median Household Income,,,"Caroline County, Maryland",54956,
2016,Median Household Income,,,"Caroline County, Maryland",50830,
2019,Median Household Income,,,"Caroline County, Maryland",58638,
2015,Total Population,,,"Caroline County, Maryland",32661,
2015,Median Household Income,,,"Caroline County, Maryland",52465,
2016,Total Population,,,"Caroline County, Maryland",32653,
2015,Unemployment By Gender,,Male,"Caroline County, Maryland",8.5,0.085
2019,Total Population,,,"Caroline County, Maryland",33049,
2016,Unemployment By Gender,,Male,"Caroline County, Maryland",7.4,0.074
2017,Total Population,,,"Caroline County, Maryland",32785,
2018,Total Population,,,"Caroline County, Maryland",32875,
2017,Unemployment By Gender,,Male,"Caroline County, Maryland",7,0.07
2018,Unemployment By Gender,,Male,"Caroline County, Maryland",5.8,0.058
2016,Employment Status By Disability Status,Unemployed,Disabled,"Caroline County, Maryland",150,
2017,Employment Status By Disability Status,Unemployed,Disabled,"Caroline County, Maryland",148,
2015,Employment Status By Disability Status,Unemployed,Disabled,"Caroline County, Maryland",222,
2019,Unemployment By Gender,,Male,"Caroline County, Maryland",4.9,0.049
2019,Employment Status By Disability Status,Unemployed,Disabled,"Caroline County, Maryland",109,
2015,Unemployment By Race,,Hispanic,"Caroline County, Maryland",6.1,0.061
2016,Unemployment By Race,,Hispanic,"Caroline County, Maryland",7.8,0.078
2018,Employment Status By Disability Status,Unemployed,Disabled,"Caroline County, Maryland",130,
2018,Unemployment By Race,,Hispanic,"Caroline County, Maryland",4.2,0.042
2017,Unemployment By Race,,Hispanic,"Caroline County, Maryland",4.2,0.042
2015,Unemployment By Gender,,Female,"Caroline County, Maryland",7.5,0.075
2019,Unemployment By Race,,Hispanic,"Caroline County, Maryland",3.9,0.039
2016,Unemployment By Gender,,Female,"Caroline County, Maryland",6.6,0.066
2018,Unemployment By Gender,,Female,"Caroline County, Maryland",4.2,0.042
2017,Unemployment By Gender,,Female,"Caroline County, Maryland",5.6,0.056
2019,Unemployment By Gender,,Female,"Caroline County, Maryland",4.3,0.043
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Caroline County, Maryland",1104,
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Caroline County, Maryland",1023,
2018,Employment Status By Disability Status,Unemployed,Non Disabled,"Caroline County, Maryland",725,
2015,Employment Status By Disability Status,Employed,Non Disabled,"Caroline County, Maryland",13129,
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Caroline County, Maryland",880,
2019,Employment Status By Disability Status,Unemployed,Non Disabled,"Caroline County, Maryland",672,
2016,Employment Status By Disability Status,Employed,Non Disabled,"Caroline County, Maryland",13006,
2017,Employment Status By Disability Status,Employed,Non Disabled,"Caroline County, Maryland",13305,
2019,Employment Status By Disability Status,Employed,Non Disabled,"Caroline County, Maryland",13593,
2018,Employment Status By Disability Status,Employed,Non Disabled,"Caroline County, Maryland",13621,
2015,Employment Status By Education,Employed,Bachelor's or Higher,"Caroline County, Maryland",2347,
2016,Employment Status By Education,Employed,Bachelor's or Higher,"Caroline County, Maryland",2314,
2019,Employment Status By Education,Employed,Bachelor's or Higher,"Caroline County, Maryland",2812,
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Caroline County, Maryland",2507,
2018,Employment Status By Education,Employed,Bachelor's or Higher,"Caroline County, Maryland",2469,
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"Caroline County, Maryland",49,
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Caroline County, Maryland",66,
2017,Employment Status By Education,Unemployed,Bachelor's or Higher,"Caroline County, Maryland",57,
2019,Employment Status By Education,Unemployed,Bachelor's or Higher,"Caroline County, Maryland",42,
2018,Employment Status By Education,Unemployed,Bachelor's or Higher,"Caroline County, Maryland",54,
2017,Employment Status By Education,NIL,Bachelor's or Higher,"Caroline County, Maryland",279,
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Caroline County, Maryland",270,
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Caroline County, Maryland",276,
2018,Employment Status By Education,NIL,Bachelor's or Higher,"Caroline County, Maryland",285,
2019,Employment Status By Education,NIL,Bachelor's or Higher,"Caroline County, Maryland",305,
2015,Employment Status By Education,Employed,Highschool,"Caroline County, Maryland",4983,
2017,Employment Status By Education,Employed,Highschool,"Caroline County, Maryland",5312,
2016,Employment Status By Education,Employed,Highschool,"Caroline County, Maryland",5333,
2018,Employment Status By Education,Employed,Highschool,"Caroline County, Maryland",5386,
2019,Employment Status By Education,Employed,Highschool,"Caroline County, Maryland",5152,
2015,Employment Status By Education,Unemployed,Highschool,"Caroline County, Maryland",482,
2016,Employment Status By Education,Unemployed,Highschool,"Caroline County, Maryland",480,
2018,Employment Status By Education,Unemployed,Highschool,"Caroline County, Maryland",219,
2017,Employment Status By Education,Unemployed,Highschool,"Caroline County, Maryland",336,
2019,Employment Status By Education,Unemployed,Highschool,"Caroline County, Maryland",192,
2015,Employment Status By Education,NIL,Highschool,"Caroline County, Maryland",1562,
2017,Employment Status By Education,NIL,Highschool,"Caroline County, Maryland",1487,
2016,Employment Status By Education,NIL,Highschool,"Caroline County, Maryland",1542,
2019,Employment Status By Education,NIL,Highschool,"Caroline County, Maryland",1465,
2018,Employment Status By Education,NIL,Highschool,"Caroline County, Maryland",1509,
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Caroline County, Maryland",1024,
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Caroline County, Maryland",1103,
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Caroline County, Maryland",1094,
2018,Employment Status By Poverty Status,Employed,Below Poverty,"Caroline County, Maryland",1055,
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Caroline County, Maryland",462,
2019,Employment Status By Poverty Status,Employed,Below Poverty,"Caroline County, Maryland",1039,
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Caroline County, Maryland",488,
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Caroline County, Maryland",412,
2018,Employment Status By Poverty Status,Unemployed,Below Poverty,"Caroline County, Maryland",288,
2019,Employment Status By Poverty Status,Unemployed,Below Poverty,"Caroline County, Maryland",201,
2016,Employment Status By Disability Status,Employed,Disabled,"Caroline County, Maryland",1217,
2015,Employment Status By Disability Status,Employed,Disabled,"Caroline County, Maryland",1017,
2017,Employment Status By Disability Status,Employed,Disabled,"Caroline County, Maryland",1132,
2018,Employment Status By Disability Status,Employed,Disabled,"Caroline County, Maryland",1129,
2015,Employment Status By Education,Employed,Less than Highschool,"Caroline County, Maryland",1468,
2019,Employment Status By Disability Status,Employed,Disabled,"Caroline County, Maryland",1176,
2016,Employment Status By Education,Employed,Less than Highschool,"Caroline County, Maryland",1362,
2017,Employment Status By Education,Employed,Less than Highschool,"Caroline County, Maryland",1369,
2018,Employment Status By Education,Employed,Less than Highschool,"Caroline County, Maryland",1361,
2019,Employment Status By Education,Employed,Less than Highschool,"Caroline County, Maryland",1451,
2015,Employment Status By Education,Unemployed,Less than Highschool,"Caroline County, Maryland",171,
2016,Employment Status By Education,Unemployed,Less than Highschool,"Caroline County, Maryland",108,
2017,Employment Status By Education,Unemployed,Less than Highschool,"Caroline County, Maryland",145,
2018,Employment Status By Education,Unemployed,Less than Highschool,"Caroline County, Maryland",163,
2019,Employment Status By Education,Unemployed,Less than Highschool,"Caroline County, Maryland",127,
2015,Employment Status By Education,NIL,Less than Highschool,"Caroline County, Maryland",918,
2017,Employment Status By Education,NIL,Less than Highschool,"Caroline County, Maryland",1025,
2018,Employment Status By Education,NIL,Less than Highschool,"Caroline County, Maryland",952,
2015,Unemployment By Veteran Status,,Non Veteran,"Caroline County, Maryland",8.7,0.087
2019,Employment Status By Education,NIL,Less than Highschool,"Caroline County, Maryland",922,
2016,Unemployment By Veteran Status,,Non Veteran,"Caroline County, Maryland",7.7,0.077
2017,Unemployment By Veteran Status,,Non Veteran,"Caroline County, Maryland",6.6,0.066
2018,Unemployment By Veteran Status,,Non Veteran,"Caroline County, Maryland",5.6,0.056
2016,Employment Status By Education,NIL,Less than Highschool,"Caroline County, Maryland",994,
2019,Unemployment By Veteran Status,,Non Veteran,"Caroline County, Maryland",5.2,0.052
2015,Unemployment By Veteran Status,,Veteran,"Caroline County, Maryland",7.5,0.075
2016,Unemployment By Veteran Status,,Veteran,"Caroline County, Maryland",6.6,0.066
2017,Unemployment By Veteran Status,,Veteran,"Caroline County, Maryland",7,0.07
2018,Unemployment By Veteran Status,,Veteran,"Caroline County, Maryland",3.5,0.035
